nu_cm1,S_cm_per_molec,gamma_air,gamma_self,elower,iso,band_upper,band_lower,branch_J
1272.4214,3.750e-28,0.0745,0.094,3099.6271,3,1530,0530,P 22f
1272.4243,1.112e-23,0.0707,0.086,2238.6989,1,1330,0330,P 33f
1272.4252,1.112e-23,0.0707,0.086,2238.6963,1,1330,0330,P 33e
1272.4291,1.080e-26,0.0791,0.102,1845.4933,5,1330,0330,P 14e
1272.4292,1.080e-26,0.0791,0.102,1845.4934,5,1330,0330,P 14f
1272.4322,2.699e-27,0.0712,0.088,4078.3016,1,1640,1440,P 31e
1272.4322,2.699e-27,0.0712,0.088,4078.3016,1,1640,1440,P 31f
1272.4365,1.000e-28,0.0709,0.087,2288.6727,3,2110,1110,Q 32e
1272.4393,1.666e-28,0.0906,0.112,3141.9637,2,3110,2110,R 3e
1272.4426,1.982e-24,0.0777,0.1,2575.7147,1,2200,1200,P 16e
1272.4460,5.904e-28,0.0857,0.108,2337.3759,5,1400,0400,P 8e
1272.4481,1.380e-28,0.0906,0.112,3140.4069,3,2310,2110,R 3e
1272.4503,1.666e-28,0.0906,0.112,3141.9756,2,3110,2110,R 3f
1272.4523,3.244e-27,0.0846,0.107,2334.0022,4,2220,0420,R 8f
1272.4524,3.244e-27,0.0846,0.107,2334.0027,4,2220,0420,R 8e
1272.4568,1.502e-27,0.0809,0.104,1925.8432,3,2110,1110,Q 12f
1272.4583,1.169e-28,0.0712,0.088,2262.8704,3,2110,1110,Q 31e
1272.4589,4.018e-28,0.0729,0.091,1438.9805,2,1220,0200,P 26e
1272.4616,1.380e-28,0.0906,0.112,3140.4196,3,2310,2110,R 3f
1272.4796,1.363e-28,0.0715,0.088,2237.8732,3,2110,1110,Q 30e
1272.4912,2.075e-28,0.0709,0.087,4483.3222,1,1710,0710,P 32f
1272.5001,1.585e-28,0.0719,0.089,2213.6813,3,2110,1110,Q 29e
1272.5057,2.113e-28,0.0709,0.087,4480.3597,1,1710,0710,P 32e
1272.5081,1.802e-28,0.0729,0.091,3349.5509,4,2310,2110,R 25f
1272.5119,1.713e-27,0.082,0.105,1916.1397,3,2110,1110,Q 11f
1272.5155,3.407e-25,0.0694,0.083,1800.7106,4,2000,1000,R 37e
1272.5189,4.943e-28,0.0681,0.08,4370.7074,1,1660,0660,P 44e
1272.5189,4.943e-28,0.0681,0.08,4370.7074,1,1660,0660,P 44f
1272.5193,1.639e-23,0.0745,0.094,767.36,4,1110,0110,R 21f
1272.5203,1.837e-28,0.0722,0.09,2190.2945,3,2110,1110,Q 28e
1272.5256,4.046e-22,0.0868,0.109,1308.2691,1,2000,1000,P 7e
1272.5278,1.916e-27,0.0677,0.079,1461.8315,3,1110,0110,Q 46f
1272.5299,1.112e-24,0.0719,0.089,2688.2211,1,1400,0400,P 29e
1272.5363,2.141e-28,0.0892,0.111,3032.2547,3,3110,1310,P 5f
1272.5364,5.976e-26,0.0733,0.092,2077.0145,4,2110,1110,R 24f
1272.5376,2.477e-25,0.0777,0.1,1361.9079,5,2000,1000,R 15e
1272.5399,2.124e-28,0.0725,0.09,2167.7132,3,2110,1110,Q 27e
1272.5431,1.786e-23,0.088,0.11,602.3546,3,1110,0110,P 6f
1272.5446,8.781e-27,0.0719,0.089,3816.7014,1,2001,1001,R 28e
1272.5456,1.893e-24,0.0833,0.106,1306.1844,3,2000,1000,R 9e
1272.5473,1.141e-27,0.077,0.099,2852.6892,2,1111,0111,R 16e
1272.5482,1.786e-23,0.088,0.11,602.3234,3,1110,0110,P 6e
1272.5488,4.334e-26,0.0941,0.116,1163.99,5,1200,0200,P 2e
1272.5494,2.142e-28,0.0892,0.111,3032.2088,3,3110,1310,P 5e
1272.5565,2.509e-28,0.0741,0.094,3190.3807,4,3110,1310,R 22f
1272.5584,1.205e-25,0.0745,0.094,1939.5532,2,1330,0330,P 22f
1272.5587,2.450e-28,0.0729,0.091,2145.9375,3,2110,1110,Q 26e
1272.5607,6.096e-27,0.0868,0.109,2454.7347,2,2200,1200,P 7e
1272.5625,1.961e-27,0.0833,0.106,1907.2446,3,2110,1110,Q 10f
1272.5712,6.994e-26,0.0892,0.111,1872.736,2,2110,1110,P 5f
1272.5772,2.818e-28,0.0733,0.092,2124.9673,3,2110,1110,Q 25e
1272.5781,6.996e-26,0.0892,0.111,1872.7093,2,2110,1110,P 5e
1272.5803,1.205e-25,0.0745,0.094,1939.531,2,1330,0330,P 22e
1272.5949,3.234e-28,0.0736,0.093,2104.8029,3,2110,1110,Q 24e
1272.5968,1.140e-27,0.077,0.099,2852.9053,2,1111,0111,R 16f
1272.5972,1.857e-27,0.0906,0.112,3841.3408,1,4000,3000,R 3e
1272.5986,2.914e-28,0.082,0.105,4390.9298,1,3310,2310,P 11f
1272.6003,6.755e-27,0.0754,0.096,3796.7662,1,2400,1400,P 20e
1272.6059,2.036e-25,0.082,0.105,2844.0252,1,1111,0111,R 10e
1272.6084,2.256e-27,0.0846,0.107,1899.1581,3,2110,1110,Q 9f
1272.6120,3.703e-28,0.0741,0.094,2085.4443,3,2110,1110,Q 23e
1272.6157,4.716e-28,0.077,0.099,3000.5015,3,1510,0510,P 17f
1272.6163,3.169e-28,0.0719,0.089,3816.6297,1,2001,0620,R 28e
1272.6194,2.581e-28,0.082,0.105,2905.1674,4,0710,0510,R 10e
1272.6203,1.475e-26,0.0741,0.094,2387.9329,2,1001,0001,R 22e
1272.6205,2.899e-28,0.082,0.105,4390.6979,1,3310,2310,P 11e
1272.6229,4.200e-27,0.0906,0.112,3378.1424,1,1221,0221,R 3f
1272.6230,4.200e-27,0.0906,0.112,3378.1424,1,1221,0221,R 3e
1272.6273,5.451e-28,0.0868,0.109,2452.7697,5,2200,1200,R 6e
1272.6284,4.232e-28,0.0745,0.094,2066.8917,3,2110,1110,Q 22e
1272.6303,1.137e-25,0.0799,0.103,1810.6787,3,1310,0310,P 13f
1272.6336,1.183e-28,0.0662,0.075,3039.4155,1,1330,0310,P 55e
1272.6370,4.608e-27,0.0733,0.092,2606.9961,3,1440,0440,P 25e
1272.6370,4.608e-27,0.0733,0.092,2606.9961,3,1440,0440,P 25f
1272.6373,2.036e-25,0.082,0.105,2844.1106,1,1111,0111,R 10f
1272.6389,1.345e-28,0.0715,0.088,2585.1607,1,0600,0001,R 29e
1272.6442,4.826e-28,0.0749,0.095,2049.145,3,2110,1110,Q 21e
1272.6476,1.139e-25,0.0799,0.103,1810.4262,3,1310,0310,P 13e
1272.6484,4.737e-28,0.077,0.099,2999.8865,3,1510,0510,P 17e
1272.6497,2.616e-27,0.0857,0.108,1891.8801,3,2110,1110,Q 8f
1272.6503,4.368e-27,0.0777,0.1,2526.3739,4,1420,1220,R 15e
1272.6513,4.368e-27,0.0777,0.1,2526.3725,4,1420,1220,R 15f
1272.6540,7.169e-28,0.0754,0.096,2678.026,5,3000,2000,R 19e
1272.6547,4.788e-27,0.0857,0.108,2483.7314,3,2220,1220,P 8f
1272.6550,4.788e-27,0.0857,0.108,2483.7312,3,2220,1220,P 8e
1272.6591,5.133e-23,0.0833,0.106,36.5992,5,1000,0000,R 9e
1272.6595,5.495e-28,0.0754,0.096,2032.2043,3,2110,1110,Q 20e
1272.6602,1.966e-26,0.0892,0.111,1761.352,4,1330,0330,R 4e
1272.6602,1.966e-26,0.0892,0.111,1761.352,4,1330,0330,R 4f
1272.6740,6.271e-27,0.0733,0.092,2576.2968,2,1440,0440,P 25e
1272.6740,6.271e-27,0.0733,0.092,2576.2968,2,1440,0440,P 25f
1272.6741,6.247e-28,0.0759,0.097,2016.0699,3,2110,1110,Q 19e
1272.6760,2.580e-28,0.082,0.105,2905.3711,4,0710,0510,R 10f
1272.6795,4.932e-22,0.0846,0.107,37.7069,2,1000,0000,P 9e
1272.6828,3.720e-23,0.0791,0.102,663.6087,2,1110,0110,P 14f
1272.6866,3.064e-27,0.0868,0.109,1885.4106,3,2110,1110,Q 7f
1272.6879,7.093e-28,0.0765,0.098,2000.7417,3,2110,1110,Q 18e
1272.6892,1.446e-25,0.0759,0.097,1874.0187,2,1310,0310,P 19f
1272.6904,3.724e-23,0.0791,0.102,663.4387,2,1110,0110,P 14e
1272.6907,6.774e-27,0.0783,0.101,2618.9069,3,3000,2000,R 14e
1272.7011,8.045e-28,0.077,0.099,1986.2198,3,2110,1110,Q 17e
1272.7025,6.158e-28,0.0759,0.097,2502.0901,5,1440,0440,P 19e
1272.7025,6.158e-28,0.0759,0.097,2502.0902,5,1440,0440,P 19f
1272.7106,1.452e-25,0.0759,0.097,1873.4248,2,1310,0310,P 19e
1272.7135,9.120e-28,0.0777,0.1,1972.5044,3,2110,1110,Q 16e
1272.7147,1.099e-22,0.0701,0.085,470.5135,4,1000,0000,R 34e
1272.7151,1.501e-28,0.0614,0.06,3967.19,1,0220,0000,R 97e
1272.7186,1.066e-26,0.0857,0.108,3387.3038,1,1201,0201,R 7e
1272.7187,3.641e-27,0.088,0.11,1879.7498,3,2110,1110,Q 6f
1272.7254,1.034e-27,0.0783,0.101,1959.5953,3,2110,1110,Q 15e
1272.7265,3.323e-23,0.0783,0.101,1980.4472,1,2110,1110,P 15e
1272.7275,4.029e-25,0.0696,0.084,2948.1283,1,1440,0440,P 37e
1272.7276,4.029e-25,0.0696,0.084,2948.1282,1,1440,0440,P 37f
1272.7278,6.685e-28,0.082,0.105,2371.7942,5,1420,0420,P 11e
1272.7287,6.686e-28,0.082,0.105,2371.7919,5,1420,0420,P 11f
1272.7342,3.317e-23,0.0783,0.101,1980.6654,1,2110,1110,P 15f
1272.7351,3.657e-27,0.0712,0.088,3883.8461,1,1600,0600,P 31e
1272.7364,2.353e-27,0.0679,0.079,1424.5645,3,1110,0110,Q 45f
1272.7365,1.172e-27,0.0791,0.102,1947.4928,3,2110,1110,Q 14e
1272.7447,4.270e-22,0.0736,0.093,1419.9957,1,1200,0200,P 24e
1272.7462,4.417e-27,0.0892,0.111,1874.8977,3,2110,1110,Q 5f
1272.7469,1.330e-27,0.0799,0.103,1936.1968,3,2110,1110,Q 13e
1272.7566,1.511e-27,0.0809,0.104,1925.7075,3,2110,1110,Q 12e
1272.7573,8.863e-25,0.0712,0.088,2748.492,1,1420,0420,P 31e
1272.7655,1.722e-27,0.082,0.105,1916.0249,3,2110,1110,Q 11e
1272.7691,5.531e-27,0.0906,0.112,1870.8542,3,2110,1110,Q 4f
1272.7737,1.969e-27,0.0833,0.106,1907.149,3,2110,1110,Q 10e
1272.7812,2.265e-27,0.0846,0.107,1899.0798,3,2110,1110,Q 9e
1272.7875,3.048e-28,0.0699,0.084,3018.5445,1,2220,1200,P 36e
1272.7875,7.285e-27,0.0922,0.114,1867.6194,3,2110,1110,Q 3f
1272.7880,2.624e-27,0.0857,0.108,1891.8175,3,2110,1110,Q 8e
1272.7909,1.788e-28,0.0846,0.107,3050.6407,4,1530,1330,R 8e
1272.7909,1.788e-28,0.0846,0.107,3050.6407,4,1530,1330,R 8f
1272.7917,8.881e-25,0.0712,0.088,2748.3151,1,1420,0420,P 31f
1272.7940,3.071e-27,0.0868,0.109,1885.362,3,2110,1110,Q 7e
1272.7992,3.647e-27,0.088,0.11,1879.7134,3,2110,1110,Q 6e
1272.8014,1.053e-26,0.0941,0.116,1865.1932,3,2110,1110,Q 2f
1272.8023,9.202e-27,0.0754,0.096,2454.7936,2,1400,0400,P 20e
1272.8038,4.423e-27,0.0892,0.111,1874.8716,3,2110,1110,Q 5e
1272.8076,5.535e-27,0.0906,0.112,1870.8368,3,2110,1110,Q 4e
1272.8105,1.911e-26,0.0962,0.119,1863.5758,3,2110,1110,Q 1f
1272.8107,7.288e-27,0.0922,0.114,1867.6089,3,2110,1110,Q 3e
1272.8129,1.053e-26,0.0941,0.116,1865.188,3,2110,1110,Q 2e
1272.8143,1.911e-26,0.0962,0.119,1863.5741,3,2110,1110,Q 1e
1272.8219,2.042e-27,0.0685,0.081,2892.4982,3,1001,0001,R 41e
1272.8246,2.136e-28,0.0729,0.091,1444.6731,3,1220,0200,P 26e
1272.8269,3.494e-28,0.0906,0.112,3936.2428,1,1311,0311,R 3e
1272.8340,1.019e-28,0.0725,0.09,2638.8841,4,1440,0440,Q 27e
1272.8340,1.019e-28,0.0725,0.09,2638.8841,4,1440,0440,Q 27f
1272.8408,3.494e-28,0.0906,0.112,3936.2604,1,1311,0311,R 3f
1272.8464,1.128e-28,0.0704,0.086,4754.9847,1,1750,1550,P 34e
1272.8464,1.128e-28,0.0704,0.086,4754.9847,1,1750,1550,P 34f
1272.8520,4.897e-28,0.0799,0.103,3094.8695,2,2330,1330,P 13f
1272.8520,4.897e-28,0.0799,0.103,3094.8694,2,2330,1330,P 13e
1272.8535,1.580e-19,0.0791,0.102,87.9845,1,1000,0000,P 14e
1272.8548,5.641e-27,0.0741,0.094,3862.8819,1,2420,1420,P 23e
1272.8680,5.645e-27,0.0741,0.094,3862.8308,1,2420,1420,P 23f
1272.8682,2.235e-27,0.0709,0.087,2802.7587,4,2200,1200,R 31e
1272.8739,1.010e-24,0.0799,0.103,1230.5703,4,1220,0220,R 12f
1272.8742,1.010e-24,0.0799,0.103,1230.5709,4,1220,0220,R 12e
1272.8770,3.765e-28,0.0791,0.102,3130.7819,3,2330,1330,P 14f
1272.8770,3.765e-28,0.0791,0.102,3130.7819,3,2330,1330,P 14e
1272.8815,4.607e-28,0.0687,0.081,3045.7766,1,1420,0400,P 41e
1272.8846,2.561e-25,0.0962,0.119,1280.3542,2,2000,1000,R 0e
1272.8990,1.174e-28,0.0729,0.091,2617.4225,4,1440,0440,Q 26e
1272.8990,1.174e-28,0.0729,0.091,2617.4225,4,1440,0440,Q 26f
1272.9131,2.242e-24,0.0765,0.098,1294.6708,2,1220,0220,P 18e
1272.9153,2.243e-24,0.0765,0.098,1294.6616,2,1220,0220,P 18f
1272.9347,3.545e-24,0.0754,0.096,2381.644,1,1001,0001,R 19e
1272.9355,7.453e-26,0.0846,0.107,3203.3749,1,3110,2110,P 9f
1272.9357,4.361e-28,0.0712,0.088,3146.158,3,1111,0111,R 30e
1272.9378,7.460e-26,0.0846,0.107,3203.2782,1,3110,2110,P 9e
1272.9405,2.879e-27,0.0681,0.08,1388.105,3,1110,0110,Q 44f
1272.9470,1.702e-28,0.0725,0.09,3369.2607,4,2310,2110,R 26e
1272.9473,1.608e-27,0.0696,0.084,4090.2165,1,2440,0640,P 37e
1272.9477,1.608e-27,0.0696,0.084,4090.2157,1,2440,0640,P 37f
1272.9498,1.025e-24,0.0745,0.094,1338.1767,4,1200,0200,R 21e
1272.9616,1.350e-28,0.0733,0.092,2596.7548,4,1440,0440,Q 25e
1272.9616,1.350e-28,0.0733,0.092,2596.7548,4,1440,0440,Q 25f
1272.9657,4.551e-28,0.0846,0.107,3041.057,2,1510,1310,P 9f
1272.9689,6.765e-27,0.082,0.105,2598.089,2,3000,2000,R 10e
1272.9847,1.202e-25,0.0868,0.109,1195.7878,5,1220,0220,P 7e
1272.9848,1.202e-25,0.0868,0.109,1195.7877,5,1220,0220,P 7f
1272.9865,4.557e-28,0.0846,0.107,3040.9062,2,1510,1310,P 9e
1272.9873,1.734e-24,0.0799,0.103,1244.7221,3,1220,0220,P 13e
1272.9880,5.738e-28,0.0749,0.095,3038.3365,2,2310,0510,P 21f
1272.9883,1.734e-24,0.0799,0.103,1244.7204,3,1220,0220,P 13f
1272.9974,1.098e-27,0.0694,0.083,3043.3912,4,3000,2000,R 37e
1272.9978,3.267e-27,0.088,0.11,3765.7371,1,3200,2200,P 6e
1273.0151,7.684e-27,0.088,0.11,1870.9221,5,2110,1110,R 5e
1273.0181,8.898e-27,0.0799,0.103,1254.2035,1,1200,0220,P 13e
1273.0218,1.548e-28,0.0736,0.093,2576.8813,4,1440,0440,Q 24e
1273.0218,1.548e-28,0.0736,0.093,2576.8813,4,1440,0440,Q 24f
1273.0256,3.868e-26,0.0704,0.086,3415.0871,1,1530,0530,P 34f
1273.0263,5.778e-28,0.0749,0.095,3037.2771,2,2310,0510,P 21e
1273.0278,7.196e-27,0.088,0.11,1756.1409,5,1310,0310,P 6f
1273.0285,8.548e-27,0.0749,0.095,2478.7331,2,1420,0420,P 21f
1273.0300,3.869e-26,0.0704,0.086,3415.0736,1,1530,0530,P 34e
1273.0339,7.684e-27,0.088,0.11,1870.9488,5,2110,1110,R 5f
1273.0408,7.200e-27,0.088,0.11,1756.0826,5,1310,0310,P 6e
1273.0431,8.542e-27,0.0749,0.095,2478.7662,2,1420,0420,P 21e
1273.0517,7.080e-26,0.0777,0.1,1824.374,4,1310,0310,R 15e
1273.0542,6.718e-27,0.0846,0.107,2477.2437,2,2220,1220,P 9e
1273.0544,6.718e-27,0.0846,0.107,2477.2431,2,2220,1220,P 9f
1273.0568,1.667e-24,0.0749,0.095,2668.1338,1,2220,1220,P 21e
1273.0606,1.667e-24,0.0749,0.095,2668.1226,1,2220,1220,P 21f
1273.0623,5.665e-26,0.0729,0.091,2096.1984,4,2110,1110,R 25e
1273.0695,1.424e-24,0.0857,0.108,1189.1819,3,1200,0200,P 8e
1273.0722,8.872e-28,0.0754,0.096,4219.2935,1,2111,1111,R 19e
1273.0772,1.119e-25,0.0759,0.097,3205.5449,1,2310,1310,P 19f
1273.0791,7.449e-27,0.0791,0.102,2390.4842,3,1400,0400,P 14e
1273.0797,1.772e-28,0.0741,0.094,2557.8019,4,1440,0440,Q 23e
1273.0797,1.772e-28,0.0741,0.094,2557.8019,4,1440,0440,Q 23f
1273.0889,7.605e-26,0.0694,0.083,1789.9175,1,1220,0200,P 38e
1273.0905,1.124e-25,0.0759,0.097,3204.9311,1,2310,1310,P 19e
1273.0989,2.209e-22,0.0906,0.112,4.8583,3,1000,0000,R 3e
1273.0997,4.346e-28,0.0712,0.088,3146.8354,3,1111,0111,R 30f
1273.1009,7.080e-27,0.077,0.099,2439.0739,3,1420,0420,P 17e
1273.1049,7.081e-27,0.077,0.099,2439.0605,3,1420,0420,P 17f
1273.1052,2.039e-28,0.0719,0.089,3283.0293,3,1550,0550,P 29e
1273.1052,2.039e-28,0.0719,0.089,3283.0292,3,1550,0550,P 29f
1273.1130,2.882e-28,0.0759,0.097,2491.0102,1,1400,0420,P 19e
1273.1174,2.399e-24,0.0777,0.1,1258.5312,2,1200,0200,P 16e
1273.1220,2.406e-28,0.0736,0.093,3207.8012,4,3110,1310,R 23e
1273.1257,7.070e-26,0.0777,0.1,1824.6826,4,1310,0310,R 15f
1273.1321,1.578e-23,0.0741,0.094,784.4381,4,1110,0110,R 22e
1273.1352,2.024e-28,0.0745,0.094,2539.5169,4,1440,0440,Q 22e
1273.1352,2.024e-28,0.0745,0.094,2539.5169,4,1440,0440,Q 22f
1273.1401,3.510e-27,0.0683,0.08,1352.4531,3,1110,0110,Q 43f
1273.1487,4.559e-27,0.0783,0.101,2377.3317,4,1400,0400,R 14e
1273.1491,4.899e-28,0.0741,0.094,3087.735,2,1530,0530,P 23e
1273.1742,8.859e-28,0.0754,0.096,4219.63,1,2111,1111,R 19f
1273.1744,7.178e-26,0.0729,0.091,3362.857,1,2330,1330,P 26f
1273.1746,7.178e-26,0.0729,0.091,3362.8566,1,2330,1330,P 26e
1273.1800,8.211e-21,0.0749,0.095,782.39,1,1110,0110,P 21e
1273.1801,2.616e-28,0.0754,0.096,4540.0107,1,2530,2330,P 20f
1273.1801,2.616e-28,0.0754,0.096,4540.0107,1,2530,2330,P 20e
1273.1883,2.308e-28,0.0749,0.095,2522.0262,4,1440,0440,Q 21e
1273.1883,2.308e-28,0.0749,0.095,2522.0262,4,1440,0440,Q 21f
1273.1934,4.548e-28,0.067,0.077,2821.3957,1,1330,0310,P 50f
1273.1964,8.189e-21,0.0749,0.095,782.7557,1,1110,0110,P 21f
1273.1965,4.898e-28,0.0741,0.094,3087.738,2,1530,0530,P 23f
1273.1990,2.767e-28,0.0729,0.091,4512.0366,1,3330,1530,P 26f
1273.1999,2.767e-28,0.0729,0.091,4512.0343,1,3330,1530,P 26e
1273.2143,3.023e-25,0.0692,0.083,1830.6304,4,2000,1000,R 38e
1273.2162,3.517e-27,0.0833,0.106,2341.1484,4,2220,0420,R 9f
1273.2163,3.517e-27,0.0833,0.106,2341.1492,4,2220,0420,R 9e
1273.2257,1.011e-25,0.0759,0.097,1911.0179,3,1330,0330,P 19f
1273.2258,1.011e-25,0.0759,0.097,1911.0178,3,1330,0330,P 19e
1273.2262,2.105e-23,0.0725,0.09,2066.1506,1,1310,0310,P 27e
1273.2330,2.089e-23,0.0725,0.09,2067.2764,1,1310,0310,P 27f
1273.2390,2.626e-28,0.0754,0.096,2505.33,4,1440,0440,Q 20e
1273.2390,2.626e-28,0.0754,0.096,2505.3299,4,1440,0440,Q 20f
1273.2396,1.740e-28,0.0892,0.111,3143.6233,3,2310,2110,R 4e
1273.2526,2.099e-28,0.0892,0.111,3145.2874,2,3110,2110,R 4e
1273.2544,1.575e-23,0.0741,0.094,784.7978,4,1110,0110,R 22f
1273.2570,3.328e-22,0.0725,0.09,1495.2897,1,1220,0220,P 27e
1273.2578,1.740e-28,0.0892,0.111,3143.6444,3,2310,2110,R 4f
1273.2582,3.986e-28,0.0749,0.095,4392.064,1,2510,1510,P 21f
1273.2607,1.694e-28,0.0725,0.09,3370.0422,4,2310,2110,R 26f
1273.2630,5.065e-27,0.0783,0.101,3866.137,1,3220,2220,P 15e
1273.2644,5.065e-27,0.0783,0.101,3866.1346,1,3220,2220,P 15f
1273.2650,3.330e-22,0.0725,0.09,1495.2562,1,1220,0220,P 27f
1273.2667,3.348e-28,0.0725,0.09,3197.281,2,1550,0550,P 27e
1273.2667,3.348e-28,0.0725,0.09,3197.281,2,1550,0550,P 27f
1273.2670,3.900e-28,0.0749,0.095,3081.7264,3,1530,0530,P 21e
1273.2671,2.100e-28,0.0892,0.111,3145.3072,2,3110,2110,R 4f
1273.2735,8.370e-27,0.0715,0.088,3840.6822,1,2001,1001,R 29e
1273.2760,5.646e-26,0.0729,0.091,2096.7662,4,2110,1110,R 25f
1273.2773,2.396e-28,0.0736,0.093,3208.5761,4,3110,1310,R 23f
1273.2792,3.171e-27,0.0709,0.087,3919.4739,1,0820,0620,P 32e
1273.2816,1.052e-26,0.0799,0.103,1834.0629,5,1330,0330,P 13e
1273.2816,1.052e-26,0.0799,0.103,1834.0629,5,1330,0330,P 13f
1273.2866,5.334e-28,0.0868,0.109,2330.8471,5,1400,0400,P 7e
1273.2873,2.984e-28,0.0759,0.097,2489.4283,4,1440,0440,Q 19e
1273.2873,2.984e-28,0.0759,0.097,2489.4283,4,1440,0440,Q 19f
1273.2912,4.015e-28,0.0749,0.095,4390.9977,1,2510,1510,P 21e
1273.2986,2.471e-25,0.077,0.099,1374.867,5,2000,1000,R 16e
1273.2994,3.900e-28,0.0749,0.095,3081.727,3,1530,0530,P 21f
1273.3086,7.784e-28,0.0962,0.119,2439.6246,3,2200,1200,R 0e
1273.3099,6.250e-26,0.0715,0.088,3290.0703,1,1510,0510,P 30f
1273.3119,1.569e-28,0.0704,0.086,4553.8801,1,0930,0730,P 34f
1273.3123,1.128e-27,0.0765,0.098,2866.8238,2,1111,0111,R 17e
1273.3166,6.331e-26,0.0715,0.088,3288.0623,1,1510,0510,P 30e
1273.3201,2.003e-24,0.082,0.105,1314.249,3,2000,1000,R 10e
1273.3229,1.569e-28,0.0704,0.086,4553.8433,1,0930,0730,P 34e
1273.3326,1.984e-24,0.0783,0.101,2562.3379,1,2200,1200,P 15e
1273.3332,3.387e-28,0.0765,0.098,2474.3212,4,1440,0440,Q 18e
1273.3332,3.387e-28,0.0765,0.098,2474.3212,4,1440,0440,Q 18f
1273.3354,4.266e-27,0.0685,0.081,1317.609,3,1110,0110,Q 42f
1273.3478,3.185e-27,0.0709,0.087,3919.0678,1,0820,0620,P 32f
1273.3567,2.962e-27,0.0715,0.088,4052.3024,1,1640,1440,P 30e
1273.3567,2.962e-27,0.0715,0.088,4052.3024,1,1640,1440,P 30f
1273.3592,1.707e-28,0.0906,0.112,3028.2025,3,3110,1310,P 4f
1273.3611,1.404e-26,0.0736,0.093,2407.0444,2,1001,0001,R 23e
1273.3629,1.234e-23,0.0709,0.087,2210.9579,1,1330,0330,P 32f
1273.3637,1.234e-23,0.0709,0.087,2210.9558,1,1330,0330,P 32e
1273.3663,1.127e-27,0.0765,0.098,2867.0667,2,1111,0111,R 17f
1273.3671,2.185e-26,0.0962,0.119,1162.3601,5,1200,0200,P 1e
1273.3676,3.803e-28,0.0733,0.092,1417.1641,2,1220,0200,P 25e
1273.3688,1.505e-23,0.0892,0.111,597.4854,3,1110,0110,P 5f
1273.3692,2.703e-28,0.0809,0.104,2913.8813,4,0710,0510,R 11e
1273.3704,1.707e-28,0.0906,0.112,3028.1716,3,3110,1310,P 4e
1273.3737,1.506e-23,0.0892,0.111,597.4631,3,1110,0110,P 5e
1273.3740,1.560e-26,0.0689,0.082,3636.9079,1,1550,0550,P 40e
1273.3740,1.560e-26,0.0689,0.082,3636.9079,1,1550,0550,P 40f
1273.3767,3.841e-28,0.077,0.099,2460.0088,4,1440,0440,Q 17e
1273.3767,3.841e-28,0.077,0.099,2460.0088,4,1440,0440,Q 17f
1273.3798,3.569e-22,0.088,0.11,1302.4278,1,2000,1000,P 6e
1273.3959,2.128e-25,0.0809,0.104,2853.1712,1,1111,0111,R 11e
1273.3997,9.884e-23,0.0699,0.084,498.1768,4,1000,0000,R 35e
1273.4037,4.373e-27,0.077,0.099,2539.0239,4,1420,1220,R 16e
1273.4050,4.373e-27,0.077,0.099,2539.0221,4,1420,1220,R 16f
1273.4100,6.061e-28,0.0857,0.108,2458.4504,5,2200,1200,R 7e
1273.4144,2.285e-27,0.0892,0.111,3844.6541,1,4000,3000,R 4e
1273.4150,6.960e-28,0.0749,0.095,2694.166,5,3000,2000,R 20e
1273.4178,4.352e-28,0.0777,0.1,2446.4912,4,1440,0440,Q 16e
1273.4178,4.352e-28,0.0777,0.1,2446.4912,4,1440,0440,Q 16f
1273.4186,5.378e-27,0.088,0.11,2448.8818,2,2200,1200,P 6e
1273.4211,5.578e-26,0.0906,0.112,1868.5545,2,2110,1110,P 4f
1273.4270,5.579e-26,0.0906,0.112,1868.5367,2,2110,1110,P 4e
1273.4315,2.128e-25,0.0809,0.104,2853.2737,1,1111,0111,R 11f
1273.4325,2.701e-28,0.0809,0.104,2914.1256,4,0710,0510,R 11f
1273.4367,5.429e-23,0.082,0.105,44.7319,5,1000,0000,R 10e
1273.4397,2.712e-26,0.088,0.11,1765.3235,4,1330,0330,R 5e
1273.4397,2.712e-26,0.088,0.11,1765.3235,4,1330,0330,R 5f
1273.4404,5.788e-27,0.0892,0.111,3381.4763,1,1221,0221,R 4f
1273.4404,5.788e-27,0.0892,0.111,3381.4763,1,1221,0221,R 4e
1273.4471,2.293e-28,0.0712,0.088,4456.3049,1,1710,0710,P 31f
1273.4565,4.931e-28,0.0783,0.101,2433.7684,4,1440,0440,Q 15e
1273.4565,4.931e-28,0.0783,0.101,2433.7684,4,1440,0440,Q 15f
1273.4569,6.815e-27,0.0777,0.1,2630.9593,3,3000,2000,R 15e
1273.4668,2.769e-28,0.0833,0.106,4381.7419,1,3310,2310,P 10f
1273.4672,2.333e-28,0.0712,0.088,4453.5182,1,1710,0710,P 31e
1273.4692,1.209e-24,0.0722,0.09,2663.8621,1,1400,0400,P 28e
1273.4714,1.257e-25,0.0749,0.095,1921.0554,2,1330,0330,P 21f
1273.4811,1.104e-25,0.0809,0.104,1800.1037,3,1310,0310,P 12f
1273.4819,4.237e-27,0.0868,0.109,2477.2592,3,2220,1220,P 7f
1273.4820,4.237e-27,0.0868,0.109,2477.2591,3,2220,1220,P 7e
1273.4833,4.748e-28,0.0777,0.1,2986.645,3,1510,0510,P 16f
