nu_cm1,S_cm_per_molec,gamma_air,gamma_self,elower,iso,band_upper,band_lower,branch_J
1305.7389,5.975e-28,0.0759,0.097,3657.8801,1,2440,0640,Q 19f
1305.7392,3.252e-25,0.0679,0.079,1391.2592,5,1110,0110,R 44e
1305.7473,2.941e-28,0.0759,0.097,4507.4435,1,2530,2330,R 18e
1305.7473,2.941e-28,0.0759,0.097,4507.4435,1,2530,2330,R 18f
1305.7532,4.732e-28,0.0668,0.076,2891.182,5,2110,1110,R 50e
1305.7578,2.124e-25,0.0679,0.079,2105.5787,2,2000,1000,R 44e
1305.7623,1.006e-28,0.0692,0.083,3620.2168,3,3110,1310,R 38f
1305.7693,5.588e-25,0.0846,0.107,2394.1612,1,1440,0440,Q 9e
1305.7693,5.588e-25,0.0846,0.107,2394.1612,1,1440,0440,Q 9f
1305.7736,2.500e-28,0.0663,0.075,4554.164,1,1201,0201,R 53e
1305.7753,1.790e-24,0.0846,0.107,2352.8559,1,1400,0400,R 8e
1305.7834,8.943e-27,0.064,0.069,2550.7046,4,1110,0110,R 70f
1305.7891,3.455e-26,0.0694,0.083,2446.5266,2,2110,1110,R 37e
1305.7935,1.539e-26,0.0733,0.092,1440.9764,1,1220,0200,Q 25e
1305.7969,7.035e-27,0.0654,0.073,2570.7704,4,1220,0220,R 59f
1305.7970,6.486e-25,0.0857,0.108,2386.5801,1,1440,0440,Q 8e
1305.7970,6.486e-25,0.0857,0.108,2386.5801,1,1440,0440,Q 8f
1305.8036,6.812e-28,0.0765,0.098,3641.8608,1,2440,0640,Q 18e
1305.8036,6.812e-28,0.0765,0.098,3641.8608,1,2440,0640,Q 18f
1305.8106,1.985e-24,0.0765,0.098,2602.8577,1,2220,1220,R 17e
1305.8107,1.985e-24,0.0765,0.098,2602.8528,1,2220,1220,R 17f
1305.8183,2.055e-27,0.0659,0.074,4126.0918,1,1111,0111,R 56f
1305.8217,7.604e-25,0.0868,0.109,2379.8413,1,1440,0440,Q 7e
1305.8217,7.604e-25,0.0868,0.109,2379.8413,1,1440,0440,Q 7f
1305.8311,2.585e-28,0.0833,0.106,2965.288,3,1550,0550,R 9e
1305.8311,2.585e-28,0.0833,0.106,2965.288,3,1550,0550,R 9f
1305.8359,7.674e-27,0.0722,0.09,2068.3369,5,1330,0330,R 27f
1305.8359,7.674e-27,0.0722,0.09,2068.3364,5,1330,0330,R 27e
1305.8432,9.044e-25,0.088,0.11,2373.9447,1,1440,0440,Q 6e
1305.8432,9.044e-25,0.088,0.11,2373.9447,1,1440,0440,Q 6f
1305.8512,1.493e-28,0.0648,0.071,3378.6583,4,1310,0310,R 64f
1305.8526,2.500e-26,0.0659,0.074,2555.4933,3,2000,1000,R 56e
1305.8586,1.516e-26,0.0736,0.093,1419.9957,1,1220,0200,Q 24e
1305.8609,2.500e-27,0.0701,0.085,2935.8192,3,2220,1220,R 34e
1305.8617,1.098e-24,0.0892,0.111,2368.8905,1,1440,0440,Q 5e
1305.8617,1.098e-24,0.0892,0.111,2368.8905,1,1440,0440,Q 5f
1305.8647,8.029e-28,0.0622,0.063,3088.4528,4,1000,0000,R 88e
1305.8650,7.757e-28,0.077,0.099,3626.6842,1,2440,0640,Q 17e
1305.8650,7.757e-28,0.077,0.099,3626.6842,1,2440,0640,Q 17f
1305.8734,6.197e-28,0.0677,0.079,3275.1134,3,2200,1200,R 45e
1305.8749,2.502e-27,0.0701,0.085,2935.7667,3,2220,1220,R 34f
1305.8771,1.376e-24,0.0906,0.112,2364.6786,1,1440,0440,Q 4e
1305.8771,1.376e-24,0.0906,0.112,2364.6786,1,1440,0440,Q 4f
1305.8784,4.513e-28,0.0759,0.097,3032.9032,3,1530,0530,R 18e
1305.8847,5.454e-27,0.0638,0.068,2659.903,4,1110,0110,R 72e
1305.8971,6.274e-27,0.0736,0.093,2539.0347,3,1420,0420,R 23f
1305.8982,2.876e-28,0.0675,0.078,4731.1294,1,4000,3000,R 46e
1305.8986,4.358e-26,0.0709,0.087,3579.2821,1,3110,2110,R 31f
1305.9009,3.932e-28,0.0809,0.104,4272.9907,1,3330,1530,R 11e
1305.9009,3.932e-28,0.0809,0.104,4272.9907,1,3330,1530,R 11f
1305.9020,2.579e-22,0.0707,0.086,442.2482,2,1000,0000,R 32e
1305.9071,6.273e-27,0.0736,0.093,2539.07,3,1420,0420,R 23e
1305.9109,4.513e-28,0.0759,0.097,3032.9034,3,1530,0530,R 18f
1305.9129,6.884e-28,0.0765,0.098,2971.8097,2,2310,0510,R 17e
1305.9166,3.560e-27,0.0696,0.084,2282.8217,5,1310,0310,R 36f
1305.9182,8.054e-24,0.0694,0.083,1154.467,3,1110,0110,R 37e
1305.9190,1.670e-28,0.0712,0.088,4722.4316,1,3310,2310,R 30e
1305.9210,8.983e-26,0.0868,0.109,2915.4472,1,1510,0510,R 6e
1305.9213,1.481e-26,0.0741,0.094,1399.8531,1,1220,0200,Q 23e
1305.9229,8.826e-28,0.0777,0.1,3612.3503,1,2440,0640,Q 16e
1305.9229,8.826e-28,0.0777,0.1,3612.3503,1,2440,0640,Q 16f
1305.9358,1.380e-26,0.0681,0.08,2627.2497,3,2110,1110,R 43f
1305.9388,7.453e-27,0.0777,0.1,3732.1448,1,2420,1420,R 15f
1305.9390,2.377e-27,0.0668,0.076,2765.1641,4,1330,0330,R 50f
1305.9400,7.452e-27,0.0777,0.1,3732.1546,1,2420,1420,R 15e
1305.9407,6.968e-25,0.0701,0.085,1642.4582,3,1200,0200,R 34e
1305.9411,1.736e-27,0.0657,0.073,4170.8899,1,1111,0111,R 57e
1305.9415,2.377e-27,0.0668,0.076,2765.1552,4,1330,0330,R 50e
1305.9448,2.668e-26,0.0683,0.08,1896.747,5,1200,0200,R 42e
1305.9592,8.983e-26,0.0868,0.109,2915.5385,1,1510,0510,R 6f
1305.9681,1.052e-23,0.0892,0.111,1775.3261,1,1330,0330,R 4e
1305.9681,1.052e-23,0.0892,0.111,1775.3261,1,1330,0330,R 4f
1305.9681,1.612e-24,0.0733,0.092,2712.7982,1,2200,1200,R 24e
1305.9774,1.004e-27,0.0783,0.101,3598.8593,1,2440,0640,Q 15e
1305.9774,1.004e-27,0.0783,0.101,3598.8593,1,2440,0640,Q 15f
1305.9779,5.701e-28,0.0649,0.071,2895.2828,5,2000,1000,R 63e
1305.9781,1.019e-26,0.0765,0.098,2413.1189,2,1420,0420,R 17f
1305.9818,1.432e-26,0.0745,0.094,1380.5488,1,1220,0200,Q 22e
1305.9882,2.691e-23,0.0725,0.09,869.5601,2,1110,0110,R 26e
1305.9890,6.216e-28,0.0745,0.094,2535.6013,5,1440,0440,R 21e
1305.9890,6.216e-28,0.0745,0.094,2535.6013,5,1440,0440,R 21f
1305.9986,9.815e-21,0.0765,0.098,717.0196,1,1110,0110,R 17e
1305.9991,1.956e-28,0.0636,0.067,3348.3458,4,1200,0200,R 74e
1306.0043,7.420e-27,0.0754,0.096,3780.0268,1,2400,1400,R 19e
1306.0065,2.368e-28,0.0643,0.069,3203.812,1,2000,0220,P 69e
1306.0103,1.019e-26,0.0765,0.098,2413.1185,2,1420,0420,R 17e
1306.0104,1.168e-28,0.0675,0.078,3896.2729,1,1550,0550,Q 47f
1306.0104,1.168e-28,0.0675,0.078,3896.2729,1,1550,0550,Q 47e
1306.0214,4.165e-27,0.0733,0.092,4016.2361,1,3220,2220,R 24e
1306.0262,3.435e-26,0.0694,0.083,2447.7836,2,2110,1110,R 37f
1306.0272,4.167e-27,0.0733,0.092,4016.2213,1,3220,2220,R 24f
1306.0276,4.770e-28,0.0765,0.098,4325.8298,1,2510,1510,R 17e
1306.0285,1.142e-27,0.0791,0.102,3586.2111,1,2440,0640,Q 14e
1306.0285,1.142e-27,0.0791,0.102,3586.2111,1,2440,0640,Q 14f
1306.0301,3.953e-28,0.0733,0.092,3119.0924,3,1510,0510,R 24e
1306.0332,6.009e-22,0.0783,0.101,1256.3047,1,1200,0200,R 14e
1306.0346,2.065e-24,0.0736,0.093,1376.0446,2,1200,0200,R 23e
1306.0350,1.501e-25,0.0749,0.095,1890.2001,2,1310,0310,R 20e
1306.0399,1.370e-26,0.0749,0.095,1362.0828,1,1220,0200,Q 21e
1306.0418,2.410e-28,0.0707,0.086,3444.1391,2,1510,1310,R 32e
1306.0422,6.869e-28,0.0765,0.098,2972.5125,2,2310,0510,R 17f
1306.0574,1.154e-24,0.0719,0.089,1500.3951,3,1220,0220,R 28e
1306.0606,1.154e-24,0.0719,0.089,1500.3632,3,1220,0220,R 28f
1306.0655,2.084e-25,0.0683,0.08,3313.3924,1,3000,2000,R 42e
1306.0674,9.806e-21,0.0765,0.098,717.2619,1,1110,0110,R 17f
1306.0688,2.546e-28,0.0699,0.084,2821.6769,5,1400,0400,R 35e
1306.0762,1.299e-27,0.0799,0.103,3574.4059,1,2440,0640,Q 13e
1306.0762,1.299e-27,0.0799,0.103,3574.4059,1,2440,0640,Q 13f
1306.0772,3.472e-28,0.0722,0.09,3335.1896,2,2330,1330,R 27e
1306.0772,3.472e-28,0.0722,0.09,3335.1912,2,2330,1330,R 27f
1306.0841,1.909e-26,0.0722,0.09,1495.2897,1,1200,0220,R 27e
1306.0855,5.013e-22,0.082,0.105,1223.9562,1,1220,0220,R 10f
1306.0857,5.013e-22,0.082,0.105,1223.957,1,1220,0220,R 10e
1306.0879,2.696e-28,0.0722,0.09,3351.8847,3,2330,1330,R 27e
1306.0880,2.696e-28,0.0722,0.09,3351.885,3,2330,1330,R 27f
1306.0954,2.685e-23,0.0725,0.09,870.1281,2,1110,0110,R 26f
1306.0956,1.297e-26,0.0754,0.096,1344.4553,1,1220,0200,Q 20e
1306.1092,5.132e-27,0.0722,0.09,2612.1846,3,1400,0400,R 27e
1306.1111,3.224e-25,0.0679,0.079,1392.7364,5,1110,0110,R 44f
1306.1119,1.492e-27,0.0696,0.084,4302.3863,1,3200,2200,R 36e
1306.1128,2.758e-27,0.0699,0.084,2957.6903,2,2200,1200,R 35e
1306.1206,1.481e-27,0.0809,0.104,3563.4437,1,2440,0640,Q 12e
1306.1206,1.481e-27,0.0809,0.104,3563.4437,1,2440,0640,Q 12f
1306.1214,2.128e-28,0.0777,0.1,1863.1765,1,1330,0310,P 16e
1306.1365,3.225e-23,0.082,0.105,1795.2169,1,1310,0310,R 10e
1306.1487,1.199e-26,0.0679,0.079,2661.0455,3,2110,1110,R 44e
1306.1488,1.214e-26,0.0759,0.097,1327.6663,1,1220,0200,Q 19e
1306.1508,2.550e-23,0.0729,0.091,2151.5439,1,2110,1110,R 25e
1306.1517,1.497e-25,0.0749,0.095,1890.8564,2,1310,0310,R 20f
1306.1529,1.449e-28,0.0677,0.079,3856.703,1,1550,0550,Q 46f
1306.1529,1.449e-28,0.0677,0.079,3856.703,1,1550,0550,Q 46e
1306.1557,2.189e-24,0.0745,0.094,1345.0483,2,1220,0220,R 21f
1306.1583,2.189e-24,0.0745,0.094,1345.0655,2,1220,0220,R 21e
1306.1614,1.692e-27,0.082,0.105,3553.3245,1,2440,0640,Q 11e
1306.1614,1.692e-27,0.082,0.105,3553.3245,1,2440,0640,Q 11f
1306.1625,4.759e-28,0.0765,0.098,4326.5368,1,2510,1510,R 17f
1306.1699,8.010e-24,0.0694,0.083,1155.5107,3,1110,0110,R 37f
1306.1734,8.752e-27,0.0791,0.102,2379.3069,2,1440,0440,R 13e
1306.1734,8.752e-27,0.0791,0.102,2379.3069,2,1440,0440,R 13f
1306.1795,6.078e-28,0.0672,0.077,4352.6404,1,1221,0221,R 48e
1306.1836,6.249e-26,0.0699,0.084,1686.5263,5,1220,0220,R 35e
1306.1845,1.652e-28,0.0712,0.088,4724.0619,1,3310,2310,R 30f
1306.1851,6.899e-26,0.0715,0.088,2089.2103,3,1310,0310,R 29e
1306.1856,3.224e-23,0.082,0.105,1795.3812,1,1310,0310,R 10f
1306.1904,6.253e-26,0.0699,0.084,1686.4604,5,1220,0220,R 35f
1306.1907,1.138e-19,0.0725,0.09,294.0589,1,1000,0000,R 26e
1306.1989,1.940e-27,0.0833,0.106,3544.0484,1,2440,0640,Q 10e
1306.1989,1.940e-27,0.0833,0.106,3544.0484,1,2440,0640,Q 10f
1306.1997,1.122e-26,0.0765,0.098,1311.7161,1,1220,0200,Q 18e
1306.2032,6.095e-28,0.0672,0.077,4352.3376,1,1221,0221,R 48f
1306.2150,3.934e-28,0.0733,0.092,3120.2957,3,1510,0510,R 24f
1306.2192,1.990e-28,0.0696,0.084,2326.9518,1,1310,0330,R 36e
1306.2330,2.235e-27,0.0846,0.107,3535.6154,1,2440,0640,Q 9e
1306.2330,2.235e-27,0.0846,0.107,3535.6154,1,2440,0640,Q 9f
1306.2480,1.024e-26,0.077,0.099,1296.6048,1,1220,0200,Q 17e
1306.2609,1.311e-24,0.0868,0.109,2348.7933,1,1420,0420,R 6f
1306.2611,1.311e-24,0.0868,0.109,2348.7936,1,1420,0420,R 6e
1306.2627,2.322e-23,0.067,0.077,990.9186,3,1000,0000,R 49e
1306.2637,2.595e-27,0.0857,0.108,3528.0257,1,2440,0640,Q 8e
1306.2637,2.595e-27,0.0857,0.108,3528.0257,1,2440,0640,Q 8f
1306.2656,4.268e-28,0.082,0.105,2925.057,2,1550,0550,R 10e
1306.2656,4.268e-28,0.082,0.105,2925.057,2,1550,0550,R 10f
1306.2659,1.838e-22,0.0699,0.084,1810.371,1,2000,1000,R 35e
1306.2679,3.551e-27,0.0892,0.111,3482.8758,1,0820,0620,R 4f
1306.2680,2.569e-28,0.0704,0.086,2238.6989,1,1310,0330,R 33f
1306.2681,3.551e-27,0.0892,0.111,3482.876,1,0820,0620,R 4e
1306.2779,1.160e-25,0.0749,0.095,3221.6347,1,2310,1310,R 20e
1306.2855,3.675e-28,0.0709,0.087,2722.8567,5,1420,0420,R 31e
1306.2865,3.678e-28,0.0709,0.087,2722.7263,5,1420,0420,R 31f
1306.2877,5.259e-25,0.0657,0.073,1342.6395,5,1000,0000,R 57e
1306.2908,1.606e-27,0.0642,0.069,4226.8139,1,1001,0001,R 69e
1306.2910,3.042e-27,0.0868,0.109,3521.2791,1,2440,0640,Q 7e
1306.2910,3.042e-27,0.0868,0.109,3521.2791,1,2440,0640,Q 7f
1306.2924,1.789e-28,0.0679,0.079,3817.9721,1,1550,0550,Q 45f
1306.2925,1.789e-28,0.0679,0.079,3817.972,1,1550,0550,Q 45e
1306.2938,9.210e-27,0.0777,0.1,1282.3323,1,1220,0200,Q 16e
1306.2994,1.345e-28,0.0749,0.095,2593.7724,4,3000,1200,P 21e
1306.3019,3.971e-26,0.0707,0.086,3604.7999,1,3110,2110,R 32e
1306.3024,2.392e-28,0.0707,0.086,3445.8983,2,1510,1310,R 32f
1306.3035,1.125e-28,0.0685,0.081,3151.0224,5,2220,1220,R 41e
1306.3044,3.168e-28,0.088,0.11,4049.7552,1,1710,0710,R 5e
1306.3112,4.316e-28,0.0681,0.08,3090.1586,4,1440,0440,R 43e
1306.3113,4.316e-28,0.0681,0.08,3090.1585,4,1440,0440,R 43f
1306.3123,5.646e-27,0.0653,0.072,2618.5745,4,1220,0220,R 60e
1306.3148,3.619e-27,0.088,0.11,3515.3758,1,2440,0640,Q 6e
1306.3148,3.619e-27,0.088,0.11,3515.3758,1,2440,0640,Q 6f
1306.3174,2.543e-23,0.0729,0.091,2152.1356,1,2110,1110,R 25f
1306.3195,1.017e-25,0.0745,0.094,1944.3389,3,1330,0330,R 21f
1306.3195,1.017e-25,0.0745,0.094,1944.3388,3,1330,0330,R 21e
1306.3223,3.188e-27,0.0694,0.083,2311.08,5,1310,0310,R 37e
1306.3320,5.850e-27,0.0868,0.109,3484.2886,1,1600,0600,R 6e
1306.3353,4.394e-27,0.0892,0.111,3510.3158,1,2440,0640,Q 5e
1306.3353,4.394e-27,0.0892,0.111,3510.3158,1,2440,0640,Q 5f
1306.3371,8.157e-27,0.0783,0.101,1268.899,1,1220,0200,Q 15e
1306.3422,1.127e-28,0.0685,0.081,3150.9259,5,2220,1220,R 41f
1306.3446,1.013e-27,0.0657,0.073,4173.4458,1,1111,0111,R 57f
1306.3452,3.168e-28,0.088,0.11,4049.8406,1,1710,0710,R 5f
1306.3514,1.013e-26,0.0754,0.096,2437.9818,2,1400,0400,R 19e
1306.3523,5.505e-27,0.0906,0.112,3506.0991,1,2440,0640,Q 4e
1306.3523,5.505e-27,0.0906,0.112,3506.0991,1,2440,0640,Q 4f
1306.3762,3.679e-27,0.0707,0.086,2881.1036,2,2220,1220,R 32f
1306.3778,7.103e-27,0.0791,0.102,1256.3047,1,1220,0200,Q 14e
1306.3798,6.863e-26,0.0715,0.088,2090.4119,3,1310,0310,R 29f
1306.3861,3.677e-27,0.0707,0.086,2881.1919,2,2220,1220,R 32e
1306.3926,1.127e-28,0.0685,0.081,4666.4561,1,1331,0331,R 41f
1306.3934,3.639e-27,0.0857,0.108,3685.6629,1,1640,1440,R 7e
1306.3934,3.639e-27,0.0857,0.108,3685.6629,1,1640,1440,R 7f
1306.3944,1.128e-28,0.0685,0.081,4666.4469,1,1331,0331,R 41e
1306.4066,2.784e-25,0.0677,0.079,1427.8141,5,1110,0110,R 45e
1306.4066,2.049e-28,0.0662,0.075,4599.0025,1,1201,0201,R 54e
1306.4096,6.898e-27,0.0639,0.068,2606.7727,4,1110,0110,R 71f
1306.4105,1.157e-25,0.0749,0.095,3222.3131,1,2310,1310,R 20f
1306.4159,6.070e-27,0.0799,0.103,1244.5496,1,1220,0200,Q 13e
1306.4167,3.947e-28,0.0667,0.076,2932.4343,5,2110,1110,R 51e
1306.4169,5.768e-28,0.0621,0.062,3158.419,4,1000,0000,R 89e
1306.4206,1.810e-25,0.0677,0.079,2143.0563,2,2000,1000,R 45e
1306.4217,1.493e-25,0.0765,0.098,1855.446,2,1330,0330,R 17e
1306.4217,1.493e-25,0.0765,0.098,1855.4461,2,1330,0330,R 17f
1306.4225,6.424e-28,0.0777,0.1,2956.3507,2,1530,0530,R 15e
1306.4290,2.203e-28,0.0681,0.08,3780.0802,1,1550,0550,Q 44f
1306.4291,2.203e-28,0.0681,0.08,3780.0802,1,1550,0550,Q 44e
1306.4302,4.665e-28,0.0668,0.076,2893.4674,5,2110,1110,R 50f
1306.4393,5.676e-27,0.0653,0.072,2618.2265,4,1220,0220,R 60f
1306.4412,1.180e-28,0.0646,0.07,3430.0919,4,1310,0310,R 65f
1306.4472,6.483e-27,0.0777,0.1,2440.1819,3,1440,0440,R 15e
1306.4472,6.483e-27,0.0777,0.1,2440.1819,3,1440,0440,R 15f
1306.4514,5.078e-27,0.0809,0.104,1233.6339,1,1220,0200,Q 12e
1306.4686,6.809e-27,0.0707,0.086,1599.5069,4,2000,0200,P 33e
1306.4705,6.423e-28,0.0777,0.1,2956.351,2,1530,0530,R 15f
1306.4716,4.177e-27,0.0637,0.067,2717.434,4,1110,0110,R 73e
1306.4802,3.041e-26,0.0692,0.083,2478.2004,2,2110,1110,R 38e
1306.4842,4.148e-27,0.082,0.105,1223.5575,1,1220,0200,Q 11e
1306.4959,2.035e-26,0.0657,0.073,2601.3483,3,2000,1000,R 57e
1306.5144,3.295e-27,0.0833,0.106,1214.3206,1,1220,0200,Q 10e
1306.5148,5.286e-28,0.0675,0.078,3312.2045,3,2200,1200,R 46e
1306.5253,1.485e-28,0.0635,0.067,3407.4575,4,1200,0200,R 75e
1306.5278,2.874e-28,0.0754,0.096,4523.3098,1,2530,2330,R 19e
1306.5278,2.874e-28,0.0754,0.096,4523.3098,1,2530,2330,R 19f
1306.5352,1.063e-25,0.0799,0.103,3134.098,1,2330,1330,R 12e
1306.5352,1.063e-25,0.0799,0.103,3134.098,1,2330,1330,R 12f
1306.5357,1.118e-27,0.0868,0.109,3559.03,1,1660,0660,P 7e
1306.5357,1.118e-27,0.0868,0.109,3559.03,1,1660,0660,P 7f
1306.5419,2.533e-27,0.0846,0.107,1205.9232,1,1220,0200,Q 9e
1306.5436,1.602e-28,0.0833,0.106,4171.6344,1,1770,0770,P 10e
1306.5436,1.602e-28,0.0833,0.106,4171.6344,1,1770,0770,P 10f
1306.5627,2.701e-28,0.0683,0.08,3743.0277,1,1550,0550,Q 43f
1306.5627,2.701e-28,0.0683,0.08,3743.0277,1,1550,0550,Q 43e
1306.5663,1.398e-27,0.0656,0.073,4218.9807,1,1111,0111,R 58e
1306.5666,1.873e-27,0.0857,0.108,1198.3653,1,1220,0200,Q 8e
1306.5707,7.119e-27,0.0719,0.089,2091.1873,5,1330,0330,R 28f
1306.5707,7.119e-27,0.0719,0.089,2091.1867,5,1330,0330,R 28e
1306.5744,2.242e-27,0.0699,0.084,2964.1147,3,2220,1220,R 35e
1306.5794,1.917e-24,0.0833,0.106,2360.4259,1,1400,0400,R 9e
1306.5887,1.293e-27,0.0868,0.109,1191.6471,1,1220,0200,Q 7e
1306.5900,6.991e-28,0.0657,0.073,4173.4458,1,0710,0111,R 57f
1306.5905,2.243e-27,0.0699,0.084,2964.0559,3,2220,1220,R 35f
1306.5908,1.950e-24,0.0759,0.097,2617.9219,1,2220,1220,R 18e
1306.5909,1.950e-24,0.0759,0.097,2617.9158,1,2220,1220,R 18f
1306.6040,1.991e-27,0.0667,0.076,2805.5923,4,1330,0330,R 51f
1306.6057,7.120e-24,0.0692,0.083,1185.2135,3,1110,0110,R 38e
1306.6066,2.303e-26,0.0681,0.08,1931.7213,5,1200,0200,R 43e
1306.6067,1.991e-27,0.0667,0.076,2805.5824,4,1330,0330,R 51e
1306.6081,8.644e-28,0.088,0.11,1185.7686,1,1220,0200,Q 6e
1306.6089,3.157e-27,0.0694,0.083,2313.0138,5,1310,0310,R 37f
1306.6116,2.325e-22,0.0704,0.086,469.8756,2,1000,0000,R 33e
1306.6143,4.501e-28,0.0648,0.071,2946.9626,5,2000,1000,R 64e
1306.6152,1.840e-28,0.0783,0.101,1850.1116,1,1330,0310,P 15f
1306.6159,2.892e-28,0.082,0.105,2973.4377,3,1550,0550,R 10e
1306.6159,2.892e-28,0.082,0.105,2973.4377,3,1550,0550,R 10f
1306.6247,5.292e-28,0.0892,0.111,1180.7298,1,1220,0200,Q 5e
1306.6291,4.418e-28,0.0754,0.096,3048.3643,3,1530,0530,R 19e
1306.6307,6.245e-25,0.0699,0.084,1670.8206,3,1200,0200,R 35e
1306.6321,1.521e-28,0.0709,0.087,4748.1945,1,3310,2310,R 31e
1306.6341,1.187e-26,0.0679,0.079,2662.7796,3,2110,1110,R 44f
1306.6362,2.430e-28,0.0673,0.078,4770.003,1,4000,3000,R 47e
1306.6371,5.949e-27,0.0733,0.092,2558.5297,3,1420,0420,R 24f
1306.6385,2.842e-28,0.0906,0.112,1176.5307,1,1220,0200,Q 4e
1306.6393,5.948e-27,0.0733,0.092,2558.5806,3,1420,0420,R 24e
1306.6496,1.249e-28,0.0922,0.114,1173.1714,1,1220,0200,Q 3e
1306.6513,3.949e-26,0.0707,0.086,3605.9443,1,3110,2110,R 32f
1306.6617,4.418e-28,0.0754,0.096,3048.3646,3,1530,0530,R 19f
1306.6770,6.756e-28,0.0759,0.097,2986.9188,2,2310,0510,R 18e
1306.6933,3.301e-28,0.0685,0.081,3706.8147,1,1550,0550,Q 42f
1306.6934,3.301e-28,0.0685,0.081,3706.8147,1,1550,0550,Q 42e
1306.6959,4.097e-28,0.0799,0.103,4283.0578,1,3330,1530,R 12e
1306.6959,4.097e-28,0.0799,0.103,4283.0578,1,3330,1530,R 12f
1306.7084,1.515e-24,0.0729,0.091,2733.6906,1,2200,1200,R 25e
1306.7180,7.434e-27,0.077,0.099,3745.5504,1,2420,1420,R 16f
1306.7194,7.433e-27,0.077,0.099,3745.5629,1,2420,1420,R 16e
1306.7221,2.501e-23,0.0722,0.09,892.1779,2,1110,0110,R 27e
1306.7288,3.022e-26,0.0692,0.083,2479.5254,2,2110,1110,R 38f
1306.7298,1.003e-25,0.0857,0.108,2921.3249,1,1510,0510,R 7e
1306.7427,5.974e-28,0.0741,0.094,2553.582,5,1440,0440,R 22e
1306.7427,5.974e-28,0.0741,0.094,2553.582,5,1440,0440,R 22f
1306.7448,2.172e-28,0.0704,0.086,3471.6748,2,1510,1310,R 33e
1306.7468,3.726e-28,0.0729,0.091,3139.3616,3,1510,0510,R 25e
1306.7492,1.001e-26,0.0759,0.097,2428.2616,2,1420,0420,R 18f
1306.7518,2.269e-28,0.0696,0.084,2851.0002,5,1400,0400,R 36e
1306.7615,7.183e-27,0.0749,0.095,3796.7662,1,2400,1400,R 20e
1306.7712,9.634e-21,0.0759,0.097,732.1059,1,1110,0110,R 18e
1306.7738,1.792e-25,0.0681,0.08,3349.083,1,3000,2000,R 43e
1306.7746,1.003e-25,0.0857,0.108,2921.4467,1,1510,0510,R 7f
1306.7814,1.951e-24,0.0733,0.092,1396.1854,2,1200,0200,R 24e
1306.7823,1.001e-26,0.0759,0.097,2428.2677,2,1420,0420,R 18e
1306.7824,1.065e-24,0.0715,0.088,1523.9284,3,1220,0220,R 29e
1306.7840,3.916e-27,0.0729,0.091,4037.0806,1,3220,2220,R 25e
1306.7862,1.066e-24,0.0715,0.088,1523.8919,3,1220,0220,R 29f
1306.7881,4.682e-28,0.0759,0.097,4340.8697,1,2510,1510,R 18e
1306.7902,1.444e-25,0.0745,0.094,1907.8134,2,1310,0310,R 21e
1306.7906,1.133e-28,0.0633,0.066,3746.9047,1,2000,0200,P 78e
1306.7907,1.450e-23,0.088,0.11,1779.5327,1,1330,0330,R 5e
1306.7907,1.450e-23,0.088,0.11,1779.5327,1,1330,0330,R 5f
1306.7909,3.918e-27,0.0729,0.091,4037.0633,1,3220,2220,R 25f
1306.7946,2.758e-25,0.0677,0.079,1429.3579,5,1110,0110,R 45f
1306.7951,1.319e-27,0.0694,0.083,4333.1474,1,3200,2200,R 37e
1306.7971,2.096e-26,0.0719,0.089,1518.8058,1,1200,0220,R 28e
1306.8103,2.449e-27,0.0696,0.084,2987.7432,2,2200,1200,R 36e
1306.8157,6.031e-22,0.0777,0.1,1268.899,1,1200,0200,R 15e
1306.8159,3.212e-28,0.0719,0.089,3358.6302,2,2330,1330,R 28e
1306.8159,3.212e-28,0.0719,0.089,3358.632,2,2330,1330,R 28f
1306.8159,6.739e-28,0.0759,0.097,2987.704,2,2310,0510,R 18f
1306.8206,4.760e-27,0.0719,0.089,2634.9123,3,1400,0400,R 28e
1306.8210,4.020e-28,0.0687,0.081,3671.4414,1,1550,0550,Q 41f
1306.8210,4.020e-28,0.0687,0.081,3671.4414,1,1550,0550,Q 41e
1306.8229,2.503e-28,0.0719,0.089,3374.5572,3,2330,1330,R 28f
1306.8230,2.503e-28,0.0719,0.089,3374.5568,3,2330,1330,R 28e
1306.8236,1.027e-26,0.0677,0.079,2697.3009,3,2110,1110,R 45e
1306.8274,1.893e-28,0.0694,0.083,2358.0479,1,1310,0330,R 37e
1306.8358,2.495e-23,0.0722,0.09,892.7896,2,1110,0110,R 27f
1306.8461,9.624e-21,0.0759,0.097,732.3766,1,1110,0110,R 18f
1306.8491,5.088e-28,0.067,0.077,4393.4208,1,1221,0221,R 49e
1306.8665,1.230e-27,0.064,0.069,4284.7513,1,1001,0001,R 70e
1306.8697,7.079e-24,0.0692,0.083,1186.3135,3,1110,0110,R 38f
1306.8753,5.103e-28,0.067,0.077,4393.094,1,1221,0221,R 49f
1306.8872,5.259e-22,0.0809,0.104,1233.1981,1,1220,0220,R 11f
1306.8874,5.259e-22,0.0809,0.104,1233.1991,1,1220,0220,R 11e
1306.8892,6.336e-26,0.0712,0.088,2113.5143,3,1310,0310,R 30e
1306.8913,5.570e-26,0.0696,0.084,1715.8606,5,1220,0220,R 36e
1306.8973,2.384e-23,0.0725,0.09,2173.2398,1,2110,1110,R 26e
1306.8991,5.574e-26,0.0696,0.084,1715.7871,5,1220,0220,R 36f
